Validation_Set,Topics,Alpha,Beta,Coherence_(c_v),Coherence_(u_mass)
100% Corpus,14,0.61,0.61,0.4933173592686946,0.4933173592686946
100% Corpus,14,0.61,0.9099999999999999,0.6974214042330856,0.6974214042330856
100% Corpus,14,0.61,symmetric,0.6796647697475551,0.6796647697475551
100% Corpus,14,0.9099999999999999,0.01,0.6987933501319036,0.6987933501319036
100% Corpus,14,0.9099999999999999,0.31,0.6026190283150638,0.6026190283150638
100% Corpus,14,0.9099999999999999,0.61,0.7142749874601563,0.7142749874601563
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.7187840057013899,0.7187840057013899
100% Corpus,14,0.9099999999999999,symmetric,0.6910887880104849,0.6910887880104849
100% Corpus,14,symmetric,0.01,0.6049290704971538,0.6049290704971538
100% Corpus,14,symmetric,0.31,0.5894718362529636,0.5894718362529636
100% Corpus,14,symmetric,0.61,0.5921335240815806,0.5921335240815806
100% Corpus,14,symmetric,0.9099999999999999,0.5920473811176856,0.5920473811176856
100% Corpus,14,symmetric,symmetric,0.600232639813917,0.600232639813917
100% Corpus,14,asymmetric,0.01,0.5140986219294719,0.5140986219294719
100% Corpus,14,asymmetric,0.31,0.46152234300998624,0.46152234300998624
100% Corpus,14,asymmetric,0.61,0.4586585196640934,0.4586585196640934
100% Corpus,14,asymmetric,0.9099999999999999,0.44971356223938425,0.44971356223938425
100% Corpus,14,asymmetric,symmetric,0.4669860445738691,0.4669860445738691
100% Corpus,15,0.01,0.01,0.6548249655340868,0.6548249655340868
100% Corpus,15,0.01,0.31,0.6211034377603375,0.6211034377603375
100% Corpus,15,0.01,0.61,0.6181563127146065,0.6181563127146065
100% Corpus,15,0.01,0.9099999999999999,0.6149536455785148,0.6149536455785148
100% Corpus,15,0.01,symmetric,0.6391744383419038,0.6391744383419038
100% Corpus,15,0.31,0.01,0.6853251808524577,0.6853251808524577
100% Corpus,15,0.31,0.31,0.685955081642206,0.685955081642206
100% Corpus,15,0.31,0.61,0.6785530522238149,0.6785530522238149
100% Corpus,15,0.31,0.9099999999999999,0.6668458688210984,0.6668458688210984
100% Corpus,15,0.31,symmetric,0.6846474380416523,0.6846474380416523
100% Corpus,15,0.61,0.01,0.6721742082263802,0.6721742082263802
100% Corpus,15,0.61,0.31,0.6143015923095827,0.6143015923095827
100% Corpus,15,0.61,0.61,0.5168505030053177,0.5168505030053177
100% Corpus,15,0.61,0.9099999999999999,0.6961916607986305,0.6961916607986305
100% Corpus,15,0.61,symmetric,0.6766288649409792,0.6766288649409792
100% Corpus,15,0.9099999999999999,0.01,0.7113659145657331,0.7113659145657331
100% Corpus,15,0.9099999999999999,0.31,0.606848003584987,0.606848003584987
100% Corpus,15,0.9099999999999999,0.61,0.7137348415219159,0.7137348415219159
100% Corpus,15,0.9099999999999999,0.9099999999999999,0.7168873584984534,0.7168873584984534
100% Corpus,15,0.9099999999999999,symmetric,0.7014311872735687,0.7014311872735687
100% Corpus,15,symmetric,0.01,0.609444869917955,0.609444869917955
100% Corpus,15,symmetric,0.31,0.6088968918204727,0.6088968918204727
100% Corpus,15,symmetric,0.61,0.6120786749506382,0.6120786749506382
100% Corpus,15,symmetric,0.9099999999999999,0.611606769039472,0.611606769039472
100% Corpus,15,symmetric,symmetric,0.60975022413757,0.60975022413757
100% Corpus,15,asymmetric,0.01,0.4981006331104087,0.4981006331104087
100% Corpus,15,asymmetric,0.31,0.4875001772679558,0.4875001772679558
100% Corpus,15,asymmetric,0.61,0.4695818165236691,0.4695818165236691
100% Corpus,15,asymmetric,0.9099999999999999,0.46006545127247844,0.46006545127247844
100% Corpus,15,asymmetric,symmetric,0.4945211181157973,0.4945211181157973
100% Corpus,16,0.01,0.01,0.6320175470180751,0.6320175470180751
100% Corpus,16,0.01,0.31,0.5550329994357688,0.5550329994357688
100% Corpus,16,0.01,0.61,0.5478694870962748,0.5478694870962748
100% Corpus,16,0.01,0.9099999999999999,0.5439279926945014,0.5439279926945014
100% Corpus,16,0.01,symmetric,0.6005557178302691,0.6005557178302691
100% Corpus,16,0.31,0.01,0.6865037670534577,0.6865037670534577
100% Corpus,16,0.31,0.31,0.6825700758227522,0.6825700758227522
100% Corpus,16,0.31,0.61,0.6642998934433018,0.6642998934433018
100% Corpus,16,0.31,0.9099999999999999,0.642467838538441,0.642467838538441
100% Corpus,16,0.31,symmetric,0.6855079525858689,0.6855079525858689
100% Corpus,16,0.61,0.01,0.6722073603615739,0.6722073603615739
100% Corpus,16,0.61,0.31,0.6074797532366438,0.6074797532366438
100% Corpus,16,0.61,0.61,0.5618528407109268,0.5618528407109268
100% Corpus,16,0.61,0.9099999999999999,0.702580264517443,0.702580264517443
100% Corpus,16,0.61,symmetric,0.685602950870914,0.685602950870914
100% Corpus,16,0.9099999999999999,0.01,0.7162017274744643,0.7162017274744643
100% Corpus,16,0.9099999999999999,0.31,0.6176741310582299,0.6176741310582299
100% Corpus,16,0.9099999999999999,0.61,0.7104331409360383,0.7104331409360383
100% Corpus,16,0.9099999999999999,0.9099999999999999,0.7176290632101587,0.7176290632101587
100% Corpus,16,0.9099999999999999,symmetric,0.7073268974088409,0.7073268974088409
100% Corpus,16,symmetric,0.01,0.5351830720783572,0.5351830720783572
100% Corpus,16,symmetric,0.31,0.5276903888937391,0.5276903888937391
100% Corpus,16,symmetric,0.61,0.5257992039928644,0.5257992039928644
100% Corpus,16,symmetric,0.9099999999999999,0.526087853180838,0.526087853180838
100% Corpus,16,symmetric,symmetric,0.5298553455406687,0.5298553455406687
100% Corpus,16,asymmetric,0.01,0.4722940380967631,0.4722940380967631
100% Corpus,16,asymmetric,0.31,0.4448438107011915,0.4448438107011915
100% Corpus,16,asymmetric,0.61,0.4292652808040253,0.4292652808040253
100% Corpus,16,asymmetric,0.9099999999999999,0.42080901193487996,0.42080901193487996
100% Corpus,16,asymmetric,symmetric,0.4526593536564706,0.4526593536564706
100% Corpus,17,0.01,0.01,0.6181337208730473,0.6181337208730473
100% Corpus,17,0.01,0.31,0.5448204561534902,0.5448204561534902
100% Corpus,17,0.01,0.61,0.5311256658214427,0.5311256658214427
100% Corpus,17,0.01,0.9099999999999999,0.5366954419110805,0.5366954419110805
100% Corpus,17,0.01,symmetric,0.5941210644121687,0.5941210644121687
100% Corpus,17,0.31,0.01,0.6805664073827895,0.6805664073827895
100% Corpus,17,0.31,0.31,0.6694358861493798,0.6694358861493798
100% Corpus,17,0.31,0.61,0.6436306451425073,0.6436306451425073
100% Corpus,17,0.31,0.9099999999999999,0.6254063664576018,0.6254063664576018
100% Corpus,17,0.31,symmetric,0.6858699867627853,0.6858699867627853
100% Corpus,17,0.61,0.01,0.6738717104026534,0.6738717104026534
100% Corpus,17,0.61,0.31,0.5732011728969605,0.5732011728969605
100% Corpus,17,0.61,0.61,0.6464850976790057,0.6464850976790057
100% Corpus,17,0.61,0.9099999999999999,0.7035059893896243,0.7035059893896243
100% Corpus,17,0.61,symmetric,0.6770691521196062,0.6770691521196062
100% Corpus,17,0.9099999999999999,0.01,0.7275606893081966,0.7275606893081966
100% Corpus,17,0.9099999999999999,0.31,0.6241914370689718,0.6241914370689718
100% Corpus,17,0.9099999999999999,0.61,0.7120612101919074,0.7120612101919074
100% Corpus,17,0.9099999999999999,0.9099999999999999,0.7173750805511743,0.7173750805511743
100% Corpus,17,0.9099999999999999,symmetric,0.7012998225681436,0.7012998225681436
100% Corpus,17,symmetric,0.01,0.5223407997222415,0.5223407997222415
100% Corpus,17,symmetric,0.31,0.5176268432240105,0.5176268432240105
100% Corpus,17,symmetric,0.61,0.5163217494748276,0.5163217494748276
100% Corpus,17,symmetric,0.9099999999999999,0.5167551048440095,0.5167551048440095
100% Corpus,17,symmetric,symmetric,0.5185416286921999,0.5185416286921999
100% Corpus,17,asymmetric,0.01,0.46875572811566346,0.46875572811566346
100% Corpus,17,asymmetric,0.31,0.40871705620967463,0.40871705620967463
100% Corpus,17,asymmetric,0.61,0.39554707121095445,0.39554707121095445
100% Corpus,17,asymmetric,0.9099999999999999,0.39726045171424484,0.39726045171424484
100% Corpus,17,asymmetric,symmetric,0.4130216554382623,0.4130216554382623
100% Corpus,18,0.01,0.01,0.5968368243545557,0.5968368243545557
100% Corpus,18,0.01,0.31,0.5373440001084373,0.5373440001084373
100% Corpus,18,0.01,0.61,0.5101217596719256,0.5101217596719256
100% Corpus,18,0.01,0.9099999999999999,0.5194635776211183,0.5194635776211183
100% Corpus,18,0.01,symmetric,0.579368385891025,0.579368385891025
100% Corpus,18,0.31,0.01,0.6650506182784045,0.6650506182784045
100% Corpus,18,0.31,0.31,0.6529116764347834,0.6529116764347834
100% Corpus,18,0.31,0.61,0.6195432762614085,0.6195432762614085
100% Corpus,18,0.31,0.9099999999999999,0.6017248564383303,0.6017248564383303
100% Corpus,18,0.31,symmetric,0.666304898891037,0.666304898891037
100% Corpus,18,0.61,0.01,0.677779210370693,0.677779210370693
100% Corpus,18,0.61,0.31,0.5340825312896456,0.5340825312896456
100% Corpus,18,0.61,0.61,0.6428183895265236,0.6428183895265236
100% Corpus,18,0.61,0.9099999999999999,0.713204441578296,0.713204441578296
100% Corpus,18,0.61,symmetric,0.683681366891546,0.683681366891546
100% Corpus,18,0.9099999999999999,0.01,0.7389084832754536,0.7389084832754536
100% Corpus,18,0.9099999999999999,0.31,0.6403646147262282,0.6403646147262282
100% Corpus,18,0.9099999999999999,0.61,0.7130480352345923,0.7130480352345923
100% Corpus,18,0.9099999999999999,0.9099999999999999,0.717536861250982,0.717536861250982
100% Corpus,18,0.9099999999999999,symmetric,0.7197771522953311,0.7197771522953311
100% Corpus,18,symmetric,0.01,0.5025773801942833,0.5025773801942833
100% Corpus,18,symmetric,0.31,0.4996274738443273,0.4996274738443273
100% Corpus,18,symmetric,0.61,0.4995231098708598,0.4995231098708598
100% Corpus,18,symmetric,0.9099999999999999,0.5054770485380421,0.5054770485380421
100% Corpus,18,symmetric,symmetric,0.49708703200583987,0.49708703200583987
100% Corpus,18,asymmetric,0.01,0.4977677807557091,0.4977677807557091
100% Corpus,18,asymmetric,0.31,0.42879476862797916,0.42879476862797916
100% Corpus,18,asymmetric,0.61,0.4198912385412813,0.4198912385412813
100% Corpus,18,asymmetric,0.9099999999999999,0.4159604791559431,0.4159604791559431
100% Corpus,18,asymmetric,symmetric,0.44839380173469845,0.44839380173469845
100% Corpus,19,0.01,0.01,0.5706424460903072,0.5706424460903072
100% Corpus,19,0.01,0.31,0.501550584166945,0.501550584166945
100% Corpus,19,0.01,0.61,0.4916620844635129,0.4916620844635129
100% Corpus,19,0.01,0.9099999999999999,0.48185928263809336,0.48185928263809336
100% Corpus,19,0.01,symmetric,0.5566469118936139,0.5566469118936139
100% Corpus,19,0.31,0.01,0.6680094073574852,0.6680094073574852
100% Corpus,19,0.31,0.31,0.6682324612783258,0.6682324612783258
100% Corpus,19,0.31,0.61,0.6219965494411532,0.6219965494411532
100% Corpus,19,0.31,0.9099999999999999,0.6130749450046019,0.6130749450046019
100% Corpus,19,0.31,symmetric,0.6821628019430108,0.6821628019430108
100% Corpus,19,0.61,0.01,0.6804472354759245,0.6804472354759245
100% Corpus,19,0.61,0.31,0.5183233846185672,0.5183233846185672
100% Corpus,19,0.61,0.61,0.6555362598931342,0.6555362598931342
100% Corpus,19,0.61,0.9099999999999999,0.7160324445759343,0.7160324445759343
100% Corpus,19,0.61,symmetric,0.6853964166187424,0.6853964166187424
100% Corpus,19,0.9099999999999999,0.01,0.7387564513740751,0.7387564513740751
100% Corpus,19,0.9099999999999999,0.31,0.657148588931314,0.657148588931314
100% Corpus,19,0.9099999999999999,0.61,0.7134202370010385,0.7134202370010385
100% Corpus,19,0.9099999999999999,0.9099999999999999,0.7177343927426313,0.7177343927426313
100% Corpus,19,0.9099999999999999,symmetric,0.7136065952335694,0.7136065952335694
100% Corpus,19,symmetric,0.01,0.4805174554082421,0.4805174554082421
100% Corpus,19,symmetric,0.31,0.46738585634603275,0.46738585634603275
100% Corpus,19,symmetric,0.61,0.4691089418379825,0.4691089418379825
100% Corpus,19,symmetric,0.9099999999999999,0.47044747695469963,0.47044747695469963
100% Corpus,19,symmetric,symmetric,0.4751852693090347,0.4751852693090347
100% Corpus,19,asymmetric,0.01,0.47253930539221534,0.47253930539221534
100% Corpus,19,asymmetric,0.31,0.42116537548857913,0.42116537548857913
100% Corpus,19,asymmetric,0.61,0.4185756584925605,0.4185756584925605
100% Corpus,19,asymmetric,0.9099999999999999,0.4140407621466882,0.4140407621466882
100% Corpus,19,asymmetric,symmetric,0.44100611050091076,0.44100611050091076
100% Corpus,20,0.01,0.01,0.5702858247750101,0.5702858247750101
100% Corpus,20,0.01,0.31,0.48755578313099457,0.48755578313099457
100% Corpus,20,0.01,0.61,0.4714305858452229,0.4714305858452229
100% Corpus,20,0.01,0.9099999999999999,0.46835107168174234,0.46835107168174234
100% Corpus,20,0.01,symmetric,0.5465462320274025,0.5465462320274025
100% Corpus,20,0.31,0.01,0.6721116525481319,0.6721116525481319
100% Corpus,20,0.31,0.31,0.6386368734187371,0.6386368734187371
100% Corpus,20,0.31,0.61,0.5808537070530433,0.5808537070530433
100% Corpus,20,0.31,0.9099999999999999,0.5620443588184005,0.5620443588184005
100% Corpus,20,0.31,symmetric,0.6726706987859703,0.6726706987859703
100% Corpus,20,0.61,0.01,0.6876020156737683,0.6876020156737683
100% Corpus,20,0.61,0.31,0.5010621216767607,0.5010621216767607
100% Corpus,20,0.61,0.61,0.6740098905179176,0.6740098905179176
100% Corpus,20,0.61,0.9099999999999999,0.7169886326267004,0.7169886326267004
100% Corpus,20,0.61,symmetric,0.6825111052320547,0.6825111052320547
100% Corpus,20,0.9099999999999999,0.01,0.7407030867767281,0.7407030867767281
100% Corpus,20,0.9099999999999999,0.31,0.6728491068363583,0.6728491068363583
100% Corpus,20,0.9099999999999999,0.61,0.715570187773858,0.715570187773858
100% Corpus,20,0.9099999999999999,0.9099999999999999,0.7168956040893022,0.7168956040893022
100% Corpus,20,0.9099999999999999,symmetric,0.7122317920449746,0.7122317920449746
100% Corpus,20,symmetric,0.01,0.48284167113497256,0.48284167113497256
100% Corpus,20,symmetric,0.31,0.47355244877370684,0.47355244877370684
100% Corpus,20,symmetric,0.61,0.47272671041462055,0.47272671041462055
100% Corpus,20,symmetric,0.9099999999999999,0.47421736574698253,0.47421736574698253
100% Corpus,20,symmetric,symmetric,0.4723577740843086,0.4723577740843086
100% Corpus,20,asymmetric,0.01,0.4671413621506201,0.4671413621506201
100% Corpus,20,asymmetric,0.31,0.42253495788272544,0.42253495788272544
100% Corpus,20,asymmetric,0.61,0.41606486613625726,0.41606486613625726
100% Corpus,20,asymmetric,0.9099999999999999,0.40967263898745543,0.40967263898745543
100% Corpus,20,asymmetric,symmetric,0.44799464917268594,0.44799464917268594
100% Corpus,21,0.01,0.01,0.5571098173817206,0.5571098173817206
100% Corpus,21,0.01,0.31,0.49010849694005243,0.49010849694005243
100% Corpus,21,0.01,0.61,0.47826313016676913,0.47826313016676913
100% Corpus,21,0.01,0.9099999999999999,0.47556622280388927,0.47556622280388927
100% Corpus,21,0.01,symmetric,0.5413123627132933,0.5413123627132933
100% Corpus,21,0.31,0.01,0.6683600786732771,0.6683600786732771
100% Corpus,21,0.31,0.31,0.6266314081849595,0.6266314081849595
100% Corpus,21,0.31,0.61,0.5739772095729465,0.5739772095729465
100% Corpus,21,0.31,0.9099999999999999,0.5573116559530166,0.5573116559530166
100% Corpus,21,0.31,symmetric,0.6776275162318239,0.6776275162318239
100% Corpus,21,0.61,0.01,0.6967466994814492,0.6967466994814492
100% Corpus,21,0.61,0.31,0.47877927956029687,0.47877927956029687
100% Corpus,21,0.61,0.61,0.6933486380704844,0.6933486380704844
100% Corpus,21,0.61,0.9099999999999999,0.7167722804096811,0.7167722804096811
100% Corpus,21,0.61,symmetric,0.6777091123737754,0.6777091123737754
100% Corpus,21,0.9099999999999999,0.01,0.7415529059602858,0.7415529059602858
100% Corpus,21,0.9099999999999999,0.31,0.6883489234252657,0.6883489234252657
100% Corpus,21,0.9099999999999999,0.61,0.7164230879421317,0.7164230879421317
100% Corpus,21,0.9099999999999999,0.9099999999999999,0.7173255750582412,0.7173255750582412
100% Corpus,21,0.9099999999999999,symmetric,0.7200668496982282,0.7200668496982282
100% Corpus,21,symmetric,0.01,0.4805295606165815,0.4805295606165815
100% Corpus,21,symmetric,0.31,0.47523517022663386,0.47523517022663386
100% Corpus,21,symmetric,0.61,0.471199112395982,0.471199112395982
100% Corpus,21,symmetric,0.9099999999999999,0.4747350665848672,0.4747350665848672
100% Corpus,21,symmetric,symmetric,0.4770173304064796,0.4770173304064796
100% Corpus,21,asymmetric,0.01,0.4386702807109657,0.4386702807109657
100% Corpus,21,asymmetric,0.31,0.3932248591058754,0.3932248591058754
100% Corpus,21,asymmetric,0.61,0.390432433027356,0.390432433027356
100% Corpus,21,asymmetric,0.9099999999999999,0.39169435942602476,0.39169435942602476
100% Corpus,21,asymmetric,symmetric,0.4050801728828554,0.4050801728828554
100% Corpus,22,0.01,0.01,0.5576650735884764,0.5576650735884764
100% Corpus,22,0.01,0.31,0.4579607014777236,0.4579607014777236
100% Corpus,22,0.01,0.61,0.44105699596360676,0.44105699596360676
100% Corpus,22,0.01,0.9099999999999999,0.4374078431387714,0.4374078431387714
100% Corpus,22,0.01,symmetric,0.5258205360650409,0.5258205360650409
100% Corpus,22,0.31,0.01,0.6762695118316938,0.6762695118316938
100% Corpus,22,0.31,0.31,0.6255024320454642,0.6255024320454642
100% Corpus,22,0.31,0.61,0.5573723668580467,0.5573723668580467
100% Corpus,22,0.31,0.9099999999999999,0.5387223110105377,0.5387223110105377
100% Corpus,22,0.31,symmetric,0.674273191905438,0.674273191905438
100% Corpus,22,0.61,0.01,0.6965813517697039,0.6965813517697039
100% Corpus,22,0.61,0.31,0.45268928690552285,0.45268928690552285
100% Corpus,22,0.61,0.61,0.7028582602661023,0.7028582602661023
100% Corpus,22,0.61,0.9099999999999999,0.7177962430260504,0.7177962430260504
100% Corpus,22,0.61,symmetric,0.6605343034693422,0.6605343034693422
100% Corpus,22,0.9099999999999999,0.01,0.7432170486062758,0.7432170486062758
100% Corpus,22,0.9099999999999999,0.31,0.6958436480615675,0.6958436480615675
100% Corpus,22,0.9099999999999999,0.61,0.7158723466753134,0.7158723466753134
100% Corpus,22,0.9099999999999999,0.9099999999999999,0.7167226821864543,0.7167226821864543
100% Corpus,22,0.9099999999999999,symmetric,0.7248411416336453,0.7248411416336453
100% Corpus,22,symmetric,0.01,0.45919477111734514,0.45919477111734514
100% Corpus,22,symmetric,0.31,0.43417713457172324,0.43417713457172324
100% Corpus,22,symmetric,0.61,0.43086192792333367,0.43086192792333367
100% Corpus,22,symmetric,0.9099999999999999,0.43498351746283725,0.43498351746283725
100% Corpus,22,symmetric,symmetric,0.44256036440328206,0.44256036440328206
100% Corpus,22,asymmetric,0.01,0.44828040439672423,0.44828040439672423
100% Corpus,22,asymmetric,0.31,0.40357965719388517,0.40357965719388517
100% Corpus,22,asymmetric,0.61,0.3991063919636551,0.3991063919636551
100% Corpus,22,asymmetric,0.9099999999999999,0.3990427768690648,0.3990427768690648
100% Corpus,22,asymmetric,symmetric,0.42221413027241667,0.42221413027241667
100% Corpus,23,0.01,0.01,0.5735017030681662,0.5735017030681662
100% Corpus,23,0.01,0.31,0.4741520246854844,0.4741520246854844
100% Corpus,23,0.01,0.61,0.4629324497017589,0.4629324497017589
100% Corpus,23,0.01,0.9099999999999999,0.45967838309555925,0.45967838309555925
100% Corpus,23,0.01,symmetric,0.5406067344635058,0.5406067344635058
100% Corpus,23,0.31,0.01,0.6598216981718611,0.6598216981718611
100% Corpus,23,0.31,0.31,0.6018154239697077,0.6018154239697077
100% Corpus,23,0.31,0.61,0.5559339156542119,0.5559339156542119
100% Corpus,23,0.31,0.9099999999999999,0.5377949393460074,0.5377949393460074
100% Corpus,23,0.31,symmetric,0.6578004067572096,0.6578004067572096
100% Corpus,23,0.61,0.01,0.700793936232074,0.700793936232074
100% Corpus,23,0.61,0.31,0.4724789667871559,0.4724789667871559
100% Corpus,23,0.61,0.61,0.7103633223411666,0.7103633223411666
100% Corpus,23,0.61,0.9099999999999999,0.7181496670004405,0.7181496670004405
100% Corpus,23,0.61,symmetric,0.657812253893768,0.657812253893768
100% Corpus,23,0.9099999999999999,0.01,0.7447946912671254,0.7447946912671254
100% Corpus,23,0.9099999999999999,0.31,0.7008495509260051,0.7008495509260051
100% Corpus,23,0.9099999999999999,0.61,0.7171686331591304,0.7171686331591304
100% Corpus,23,0.9099999999999999,0.9099999999999999,0.7171966068704446,0.7171966068704446
100% Corpus,23,0.9099999999999999,symmetric,0.7324440435044342,0.7324440435044342
100% Corpus,23,symmetric,0.01,0.48492440530863645,0.48492440530863645
100% Corpus,23,symmetric,0.31,0.448799153304876,0.448799153304876
100% Corpus,23,symmetric,0.61,0.44889135925507523,0.44889135925507523
100% Corpus,23,symmetric,0.9099999999999999,0.45266042993691297,0.45266042993691297
100% Corpus,23,symmetric,symmetric,0.47196328894392237,0.47196328894392237
100% Corpus,23,asymmetric,0.01,0.4457802462297859,0.4457802462297859
100% Corpus,23,asymmetric,0.31,0.40733315525191177,0.40733315525191177
100% Corpus,23,asymmetric,0.61,0.4089514521904443,0.4089514521904443
100% Corpus,23,asymmetric,0.9099999999999999,0.40791788309839666,0.40791788309839666
100% Corpus,23,asymmetric,symmetric,0.423491019555621,0.423491019555621
100% Corpus,24,0.01,0.01,0.5554446104703751,0.5554446104703751
100% Corpus,24,0.01,0.31,0.4461524015541137,0.4461524015541137
100% Corpus,24,0.01,0.61,0.43219386745020555,0.43219386745020555
100% Corpus,24,0.01,0.9099999999999999,0.4315109160510882,0.4315109160510882
100% Corpus,24,0.01,symmetric,0.5180600348332004,0.5180600348332004
100% Corpus,24,0.31,0.01,0.632467246385192,0.632467246385192
100% Corpus,24,0.31,0.31,0.6013097194847178,0.6013097194847178
100% Corpus,24,0.31,0.61,0.5283368456559198,0.5283368456559198
100% Corpus,24,0.31,0.9099999999999999,0.5096941933054292,0.5096941933054292
100% Corpus,24,0.31,symmetric,0.6343239669338998,0.6343239669338998
100% Corpus,24,0.61,0.01,0.7096612491309262,0.7096612491309262
100% Corpus,24,0.61,0.31,0.47675419507841615,0.47675419507841615
100% Corpus,24,0.61,0.61,0.7110591225744893,0.7110591225744893
100% Corpus,24,0.61,0.9099999999999999,0.7181699144860749,0.7181699144860749
100% Corpus,24,0.61,symmetric,0.6479497465088745,0.6479497465088745
100% Corpus,24,0.9099999999999999,0.01,0.7473661080585495,0.7473661080585495
100% Corpus,24,0.9099999999999999,0.31,0.7056612752540126,0.7056612752540126
100% Corpus,24,0.9099999999999999,0.61,0.7191579743393133,0.7191579743393133
100% Corpus,24,0.9099999999999999,0.9099999999999999,0.718061763572941,0.718061763572941
100% Corpus,24,0.9099999999999999,symmetric,0.7321086226647258,0.7321086226647258
100% Corpus,24,symmetric,0.01,0.4412044080438616,0.4412044080438616
100% Corpus,24,symmetric,0.31,0.42275600908196315,0.42275600908196315
100% Corpus,24,symmetric,0.61,0.42271940299534894,0.42271940299534894
100% Corpus,24,symmetric,0.9099999999999999,0.42390720638733015,0.42390720638733015
100% Corpus,24,symmetric,symmetric,0.4364510963229282,0.4364510963229282
100% Corpus,24,asymmetric,0.01,0.44398493284955926,0.44398493284955926
100% Corpus,24,asymmetric,0.31,0.4082337156153841,0.4082337156153841
100% Corpus,24,asymmetric,0.61,0.40446470656501826,0.40446470656501826
100% Corpus,24,asymmetric,0.9099999999999999,0.4021750659859304,0.4021750659859304
100% Corpus,24,asymmetric,symmetric,0.42555499216567033,0.42555499216567033
